accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0000927628-24-000173,2024-05-02,2024-04-30,2024-05-02T16:15:55.000Z,,4,,,,6469,0,0,xslF345X05/wk-form4_1714680940.xml,FORM 4
0000927628-24-000172,2024-05-02,,2024-05-02T16:06:31.000Z,,425,,,,1003439,0,0,a425-05022024presentation.htm,425
0001972362-24-000550,2024-04-30,,2024-04-30T17:59:56.000Z,33,144,001-13300,24898993,,7461,0,0,xsl144X01/primary_doc.xml,
0001949846-24-000218,2024-04-30,,2024-04-30T15:50:26.000Z,33,144,001-13300,24896887,,4442,0,0,xsl144X01/primary_doc.xml,
0000927628-24-000164,2024-04-26,,2024-04-26T16:13:57.000Z,,425,,,,50435,0,0,a425-04252024cofearningstr.htm,425
0000927628-24-000162,2024-04-26,,2024-04-26T16:11:56.000Z,,425,,,,15018439,0,0,a425-04262024dealwebsite.htm,425
0000927628-24-000159,2024-04-25,2024-04-25,2024-04-25T16:07:05.000Z,34,8-K,001-13300,24876274,"7.01,9.01",280671,1,1,cof-20240425.htm,8-K
0000927628-24-000158,2024-04-25,2024-04-25,2024-04-25T16:05:55.000Z,34,8-K,001-13300,24876230,"2.02,9.01",2305124,1,1,cof-20240425.htm,8-K
0000927628-24-000151,2024-04-22,,2024-04-22T17:08:08.000Z,,425,,,,27592,0,0,a425-04222024newspaperarti.htm,425
0001193125-24-101304,2024-04-19,,2024-04-18T21:52:32.000Z,33,S-4,333-278812,24855485,,4033670,0,0,d743340ds4.htm,S-4
0001214659-24-006690,2024-04-12,,2024-04-12T13:23:07.000Z,34,PX14A6G,001-13300,24840767,,18216,0,0,j412241px14a6g.htm,
0001096906-24-000749,2024-04-08,,2024-04-08T12:15:53.000Z,34,PX14A6G,001-13300,24828767,,45498,0,0,insp_px14a6g.htm,"INSPIRE INVESTING, LLC - PX14A6G"
0000927628-24-000148,2024-04-03,2024-04-01,2024-04-03T16:18:30.000Z,,4,,,,4878,0,0,xslF345X05/wk-form4_1712175482.xml,FORM 4
0000927628-24-000147,2024-04-03,2024-04-01,2024-04-03T16:14:23.000Z,,3,,,,12730,0,0,xslF345X02/wk-form3_1712175243.xml,FORM 3
0001096906-24-000642,2024-03-28,,2024-03-27T21:03:53.000Z,34,PX14A6G,001-13300,24793105,,52283,0,0,bowy_px14a6g.htm,BOWYER RESEARCH - PX14A6G
0000927628-24-000142,2024-03-21,,2024-03-21T16:06:38.000Z,,425,,,,25465,0,0,a425-03212024newspaperarti.htm,425
0001193125-24-072731,2024-03-20,2023-12-31,2024-03-20T16:22:01.000Z,34,ARS,001-13300,24768061,,6657710,0,0,d864615dars.pdf,ARS
0001193125-24-072715,2024-03-20,,2024-03-20T16:16:57.000Z,34,DEFA14A,001-13300,24768001,,1131486,0,0,d643103ddefa14a.htm,DEFA14A
0001193125-24-072711,2024-03-20,2024-05-02,2024-03-20T16:14:57.000Z,34,DEF 14A,001-13300,24767957,,12971110,1,1,d643103ddef14a.htm,DEF 14A
0000927628-24-000140,2024-03-15,2024-03-14,2024-03-14T17:33:39.000Z,34,8-K,001-13300,24751407,"7.01,9.01",281213,1,1,cof-20240314.htm,8-K
0000927628-24-000137,2024-03-13,2024-03-11,2024-03-13T18:55:36.000Z,,4,,,,6987,0,0,xslF345X05/wk-form4_1710370522.xml,FORM 4
0000927628-24-000136,2024-03-13,2024-03-11,2024-03-13T18:55:21.000Z,,4,,,,6781,0,0,xslF345X05/wk-form4_1710370511.xml,FORM 4
0000927628-24-000135,2024-03-13,2024-03-11,2024-03-13T18:55:10.000Z,,4,,,,7704,0,0,xslF345X05/wk-form4_1710370499.xml,FORM 4
0000927628-24-000134,2024-03-13,2024-03-11,2024-03-13T18:54:52.000Z,,4,,,,7667,0,0,xslF345X05/wk-form4_1710370474.xml,FORM 4
0000927628-24-000133,2024-03-13,2024-03-11,2024-03-13T18:54:33.000Z,,4,,,,6772,0,0,xslF345X05/wk-form4_1710370464.xml,FORM 4
0000927628-24-000132,2024-03-13,2024-03-11,2024-03-13T18:54:23.000Z,,4,,,,6994,0,0,xslF345X05/wk-form4_1710370453.xml,FORM 4
0000927628-24-000131,2024-03-13,2024-03-11,2024-03-13T18:54:11.000Z,,4,,,,6781,0,0,xslF345X05/wk-form4_1710370441.xml,FORM 4
0000927628-24-000130,2024-03-13,2024-03-11,2024-03-13T18:53:56.000Z,,4,,,,8170,0,0,xslF345X05/wk-form4_1710370426.xml,FORM 4
0000927628-24-000129,2024-03-13,2024-03-11,2024-03-13T18:53:43.000Z,,4,,,,6781,0,0,xslF345X05/wk-form4_1710370406.xml,FORM 4
0000927628-24-000128,2024-03-13,2024-03-11,2024-03-13T18:53:25.000Z,,4,,,,10217,0,0,xslF345X05/wk-form4_1710370395.xml,FORM 4
0000927628-24-000127,2024-03-13,2024-03-11,2024-03-13T18:53:14.000Z,,4,,,,6976,0,0,xslF345X05/wk-form4_1710370384.xml,FORM 4
0001193125-24-064949,2024-03-11,2024-03-11,2024-03-11T17:05:09.000Z,34,8-K,001-13300,24738996,"8.01,9.01",242211,1,1,d777449d8k.htm,8-K
0001193125-24-064921,2024-03-11,,2024-03-11T16:59:28.000Z,33,424B5,333-277813,24738920,,514346,0,0,d796845d424b5.htm,424B5
0001193125-24-064309,2024-03-11,,2024-03-11T07:28:31.000Z,33,S-3ASR,333-277813,24736537,,827509,0,0,d761587ds3asr.htm,S-3ASR
0001193125-24-064255,2024-03-11,,2024-03-11T06:08:58.000Z,,425,,,,1948807,0,0,d796210d425.htm,425
0001193125-24-064248,2024-03-11,2024-03-11,2024-03-11T06:05:35.000Z,34,8-K,001-13300,24736445,"8.01,9.01",2340589,1,1,d796210d8k.htm,8-K
0000927628-24-000114,2024-03-06,,2024-03-06T16:06:16.000Z,,425,,,,94790,0,0,a425-03052024conference.htm,425
0000927628-24-000109,2024-03-04,2024-03-04,2024-03-04T16:16:43.000Z,34,8-K,001-13300,24715159,"7.01,9.01",256627,1,1,cof-20240304.htm,8-K
0000927628-24-000103,2024-02-29,2024-02-28,2024-02-29T16:07:05.000Z,34,8-K,001-13300,24703610,"5.02,7.01,9.01",461471,1,1,cof-20240228.htm,8-K
0000927628-24-000101,2024-02-27,,2024-02-27T16:45:56.000Z,,425,,,,107209,0,0,a425-02272024conference.htm,425
0000927628-24-000099,2024-02-27,,2024-02-27T16:38:52.000Z,,425,,,,89832,0,0,a425-02272024.htm,425
0000927628-24-000097,2024-02-26,2024-02-26,2024-02-26T16:05:52.000Z,34,8-K,001-13300,24678688,"7.01,9.01",256536,1,1,cof-20240226.htm,8-K
0000927628-24-000094,2024-02-23,2023-12-31,2024-02-22T18:12:08.000Z,34,10-K,001-13300,24666554,,38083619,1,1,cof-20231231.htm,10-K
0001193125-24-042832,2024-02-22,,2024-02-22T16:08:53.000Z,,425,,,,628476,0,0,d780383d425.htm,425
0001193125-24-042826,2024-02-22,2024-02-19,2024-02-22T16:06:13.000Z,34,8-K,001-13300,24664706,"1.01,9.01",971501,1,1,d780383d8k.htm,8-K
0001193125-24-040125,2024-02-20,,2024-02-20T17:19:03.000Z,,425,,,,188045,0,0,d797639d425.htm,425
0000927628-24-000089,2024-02-20,2024-02-15,2024-02-20T16:20:16.000Z,,4,,,,8501,0,0,xslF345X05/wk-form4_1708463988.xml,FORM 4
0000927628-24-000088,2024-02-20,2024-02-15,2024-02-20T16:19:42.000Z,,4,,,,13576,0,0,xslF345X05/wk-form4_1708463954.xml,FORM 4
0000927628-24-000087,2024-02-20,2024-02-15,2024-02-20T16:19:04.000Z,,4,,,,8493,0,0,xslF345X05/wk-form4_1708463907.xml,FORM 4
0000927628-24-000086,2024-02-20,2024-02-15,2024-02-20T16:18:16.000Z,,4,,,,4905,0,0,xslF345X05/wk-form4_1708463848.xml,FORM 4
0000927628-24-000085,2024-02-20,2024-02-15,2024-02-20T16:17:25.000Z,,4,,,,9222,0,0,xslF345X05/wk-form4_1708463813.xml,FORM 4
0000927628-24-000084,2024-02-20,2024-02-15,2024-02-20T16:16:42.000Z,,4,,,,8300,0,0,xslF345X05/wk-form4_1708463776.xml,FORM 4
0000927628-24-000083,2024-02-20,2024-02-15,2024-02-20T16:16:14.000Z,,4,,,,8297,0,0,xslF345X05/wk-form4_1708463752.xml,FORM 4
0000927628-24-000082,2024-02-20,2024-02-15,2024-02-20T16:15:42.000Z,,4,,,,9187,0,0,xslF345X05/wk-form4_1708463708.xml,FORM 4
0000927628-24-000081,2024-02-20,2024-02-15,2024-02-20T16:15:01.000Z,,4,,,,9679,0,0,xslF345X05/wk-form4_1708463612.xml,FORM 4
0000927628-24-000080,2024-02-20,2024-02-15,2024-02-20T16:13:27.000Z,,4,,,,8967,0,0,xslF345X05/wk-form4_1708463577.xml,FORM 4
0000927628-24-000079,2024-02-20,2024-02-15,2024-02-20T16:12:55.000Z,,4,,,,9696,0,0,xslF345X05/wk-form4_1708463536.xml,FORM 4
0000927628-24-000078,2024-02-20,2024-02-15,2024-02-20T16:12:09.000Z,,4,,,,8289,0,0,xslF345X05/wk-form4_1708463516.xml,FORM 4
0000927628-24-000077,2024-02-20,2024-02-15,2024-02-20T16:11:52.000Z,,4,,,,8301,0,0,xslF345X05/wk-form4_1708463493.xml,FORM 4
0000927628-24-000076,2024-02-20,2024-02-15,2024-02-20T16:11:31.000Z,,4,,,,8514,0,0,xslF345X05/wk-form4_1708463474.xml,FORM 4
0000927628-24-000075,2024-02-20,2024-02-15,2024-02-20T16:11:05.000Z,,4,,,,8301,0,0,xslF345X05/wk-form4_1708463382.xml,FORM 4
0000927628-24-000074,2024-02-20,2024-02-15,2024-02-20T16:09:36.000Z,,4,,,,8288,0,0,xslF345X05/wk-form4_1708463336.xml,FORM 4
0000927628-24-000073,2024-02-20,2024-02-15,2024-02-20T16:08:50.000Z,,4,,,,8294,0,0,xslF345X05/wk-form4_1708463308.xml,FORM 4
0001193125-24-039275,2024-02-20,,2024-02-20T06:27:27.000Z,,425,,,,20800,0,0,d743843d425.htm,425
0001193125-24-039259,2024-02-20,,2024-02-20T06:18:06.000Z,,425,,,,6955327,0,0,d772981d425.htm,425
0001193125-24-039233,2024-02-20,2024-02-19,2024-02-20T06:12:03.000Z,34,8-K,001-13300,24650548,"8.01,9.01",7192510,1,1,d772981d8k.htm,8-K
0000927628-24-000054,2024-02-15,2024-02-14,2024-02-14T17:31:34.000Z,34,8-K,001-13300,24640822,"7.01,9.01",284403,1,1,cof-20240214.htm,8-K
0001104659-24-020522,2024-02-13,,2024-02-13T17:00:58.000Z,34,SC 13G/A,005-44047,24627664,,13178,0,0,tv0525-capitalonefinancialco.htm,SCHEDULE 13G/A
0001193125-24-033387,2024-02-13,,2024-02-13T13:33:50.000Z,34,SC 13G/A,005-44047,24624345,,38139,0,0,d497445dsc13ga.htm,SC 13G/A
0000927628-24-000052,2024-02-05,2024-02-01,2024-02-05T16:56:57.000Z,,4,,,,5070,0,0,xslF345X05/wk-form4_1707170206.xml,FORM 4
0000927628-24-000050,2024-02-05,2024-02-01,2024-02-05T16:56:00.000Z,,4,,,,14515,0,0,xslF345X05/wk-form4_1707170150.xml,FORM 4
0000927628-24-000049,2024-02-05,2024-02-01,2024-02-05T16:55:46.000Z,,4,,,,4867,0,0,xslF345X05/wk-form4_1707170134.xml,FORM 4
0000927628-24-000048,2024-02-05,2024-02-01,2024-02-05T16:55:38.000Z,,4,,,,5798,0,0,xslF345X05/wk-form4_1707170125.xml,FORM 4
0000927628-24-000047,2024-02-05,2024-02-01,2024-02-05T16:55:33.000Z,,4,,,,14676,0,0,xslF345X05/wk-form4_1707170120.xml,FORM 4
0000927628-24-000046,2024-02-05,2024-02-01,2024-02-05T16:55:16.000Z,,4,,,,6268,0,0,xslF345X05/wk-form4_1707170105.xml,FORM 4
0000927628-24-000045,2024-02-05,2024-02-01,2024-02-05T16:55:01.000Z,,4,,,,14915,0,0,xslF345X05/wk-form4_1707170088.xml,FORM 4
0000927628-24-000043,2024-02-05,2024-02-01,2024-02-05T16:54:47.000Z,,4,,,,14682,0,0,xslF345X05/wk-form4_1707170055.xml,FORM 4
0000927628-24-000044,2024-02-05,2024-02-01,2024-02-05T16:54:43.000Z,,4,,,,4872,0,0,xslF345X05/wk-form4_1707170069.xml,FORM 4
0000927628-24-000042,2024-02-05,2024-02-01,2024-02-05T16:54:06.000Z,,4,,,,4873,0,0,xslF345X05/wk-form4_1707170034.xml,FORM 4
0000927628-24-000041,2024-02-05,2024-02-01,2024-02-05T16:53:56.000Z,,4,,,,4876,0,0,xslF345X05/wk-form4_1707170026.xml,FORM 4
0000927628-24-000040,2024-02-05,2024-02-01,2024-02-05T16:53:50.000Z,,4,,,,28991,0,0,xslF345X05/wk-form4_1707170014.xml,FORM 4
0000927628-24-000039,2024-02-05,2024-02-01,2024-02-05T16:53:29.000Z,,4,,,,15334,0,0,xslF345X05/wk-form4_1707169999.xml,FORM 4
0000927628-24-000038,2024-02-05,2024-02-01,2024-02-05T16:53:16.000Z,,4,,,,5764,0,0,xslF345X05/wk-form4_1707169974.xml,FORM 4
0000927628-24-000037,2024-02-05,2024-02-01,2024-02-05T16:52:23.000Z,,4,,,,4871,0,0,xslF345X05/wk-form4_1707169932.xml,FORM 4
0000927628-24-000036,2024-02-05,2024-02-01,2024-02-05T16:51:43.000Z,,4,,,,5079,0,0,xslF345X05/wk-form4_1707169891.xml,FORM 4
0000927628-24-000035,2024-02-05,2024-02-01,2024-02-05T16:50:55.000Z,,4,,,,4867,0,0,xslF345X05/wk-form4_1707169836.xml,FORM 4
0000927628-24-000034,2024-02-05,2024-02-05,2024-02-05T16:06:57.000Z,34,8-K,001-13300,24595724,"7.01,9.01",280090,1,1,cof-20240205.htm,8-K
0000927628-24-000012,2024-02-02,2024-01-31,2024-02-02T16:36:17.000Z,,4,,,,14552,0,0,xslF345X05/wk-form4_1706909765.xml,FORM 4
0001193125-24-021852,2024-02-01,2024-02-01,2024-02-01T16:11:03.000Z,34,8-K,001-13300,24587037,"8.01,9.01",620786,1,1,d765671d8k.htm,8-K
0000000000-24-001251,2024-02-01,,2024-02-01T10:36:06.000Z,,UPLOAD,001-13300,,,39716,0,0,filename1.pdf,
0001193125-24-019419,2024-01-30,,2024-01-30T16:13:22.000Z,33,424B2,333-254191,24578280,,690603,0,0,d711664d424b2.htm,424B2
0001193125-24-018223,2024-01-29,,2024-01-29T16:49:26.000Z,34,FWP,333-254191,24574332,,45679,0,0,d711664dfwp.htm,FWP
0001086364-24-005130,2024-01-29,,2024-01-29T15:26:24.000Z,34,SC 13G/A,005-44047,24573082,,13990,0,0,us14040h1059_012924.txt,
0001193125-24-017469,2024-01-29,,2024-01-29T08:12:38.000Z,33,424B5,333-254191,24570252,,669378,0,0,d711664d424b5.htm,424B5
0000950103-24-001146,2024-01-25,,2024-01-25T17:20:34.000Z,,CORRESP,,,,56785,0,0,filename1.htm,
0000927628-24-000009,2024-01-25,2024-01-25,2024-01-25T16:06:33.000Z,34,8-K,001-13300,24562202,"7.01,9.01",286595,1,1,cof-20240125.htm,8-K
0000927628-24-000008,2024-01-25,2024-01-25,2024-01-25T16:05:44.000Z,34,8-K,001-13300,24562187,"2.02,9.01",2810931,1,1,cof-20240125.htm,8-K
0000950103-24-000491,2024-01-09,,2024-01-09T16:51:19.000Z,,CORRESP,,,,15910,0,0,filename1.htm,
0000000000-23-014108,2023-12-27,,2023-12-27T10:36:05.000Z,,UPLOAD,001-13300,,,49692,0,0,filename1.pdf,
0000927628-23-000326,2023-12-18,2023-12-14,2023-12-18T17:09:41.000Z,,4,,,,10716,0,0,xslF345X05/wk-form4_1702937372.xml,FORM 4
0000927628-23-000325,2023-12-18,2023-12-14,2023-12-18T17:07:40.000Z,,4,,,,6433,0,0,xslF345X05/wk-form4_1702937247.xml,FORM 4
0000927628-23-000324,2023-12-18,2023-12-14,2023-12-18T17:06:20.000Z,,4,,,,6242,0,0,xslF345X05/wk-form4_1702937171.xml,FORM 4
0000927628-23-000317,2023-12-15,2023-12-14,2023-12-14T17:31:41.000Z,34,8-K,001-13300,231488093,"7.01,9.01",285079,1,1,cof-20231214.htm,8-K
0000927628-23-000319,2023-12-14,2023-12-12,2023-12-14T17:44:37.000Z,,4,,,,7760,0,0,xslF345X05/wk-form4_1702593867.xml,FORM 4
0000927628-23-000318,2023-12-14,2023-12-12,2023-12-14T17:43:14.000Z,,4,,,,16646,0,0,xslF345X05/wk-form4_1702593786.xml,FORM 4
0001950047-23-006106,2023-12-14,,2023-12-14T17:38:14.000Z,33,144,001-13300,231488130,,7914,0,0,xsl144X01/primary_doc.xml,
0001950047-23-006049,2023-12-14,,2023-12-14T16:31:42.000Z,33,144,001-13300,231487465,,5368,0,0,xsl144X01/primary_doc.xml,
0001950047-23-006024,2023-12-14,,2023-12-14T16:13:22.000Z,33,144,001-13300,231487217,,7353,0,0,xsl144X01/primary_doc.xml,
0001950047-23-006013,2023-12-13,,2023-12-13T19:29:20.000Z,33,144,001-13300,231485259,,6054,0,0,xsl144X01/primary_doc.xml,
0001950047-23-006009,2023-12-13,,2023-12-13T18:47:10.000Z,33,144,001-13300,231485204,,6069,0,0,xsl144X01/primary_doc.xml,
0001950047-23-005930,2023-12-12,,2023-12-12T17:33:54.000Z,33,144,001-13300,231482219,,6520,0,0,xsl144X01/primary_doc.xml,
0001950047-23-005920,2023-12-12,,2023-12-12T16:35:01.000Z,33,144,001-13300,231481662,,4765,0,0,xsl144X01/primary_doc.xml,
0000927628-23-000311,2023-12-04,2023-12-04,2023-12-04T16:05:25.000Z,34,8-K,001-13300,231463008,"7.01,9.01",257199,1,1,cof-20231204.htm,8-K
0000927628-23-000309,2023-11-17,2023-11-15,2023-11-17T16:55:22.000Z,,4,,,,17004,0,0,xslF345X05/wk-form4_1700258113.xml,FORM 4
0001950047-23-005015,2023-11-15,,2023-11-15T16:16:14.000Z,33,144,001-13300,231410786,,5244,0,0,xsl144X01/primary_doc.xml,
0000927628-23-000307,2023-11-15,2023-11-14,2023-11-14T17:31:33.000Z,34,8-K,001-13300,231408159,"7.01,9.01",285148,1,1,cof-20231114.htm,8-K
0000927628-23-000306,2023-11-14,2023-11-10,2023-11-14T17:18:00.000Z,,4,,,,17896,0,0,xslF345X05/wk-form4_1700000264.xml,FORM 4
0001950047-23-004933,2023-11-14,,2023-11-14T16:11:18.000Z,33,144,001-13300,231406240,,12506,0,0,xsl144X01/primary_doc.xml,
0001950047-23-004913,2023-11-13,,2023-11-13T16:20:15.000Z,33,144,001-13300,231399078,,12506,0,0,xsl144X01/primary_doc.xml,
0001950047-23-004878,2023-11-13,,2023-11-13T09:01:47.000Z,33,144,001-13300,231395614,,12744,0,0,xsl144X01/primary_doc.xml,
0001950047-23-004859,2023-11-09,,2023-11-09T17:28:54.000Z,33,144,001-13300,231393935,,12506,0,0,xsl144X01/primary_doc.xml,
0000927628-23-000302,2023-11-09,2023-11-08,2023-11-09T16:51:13.000Z,,4,,,,13059,0,0,xslF345X05/wk-form4_1699566660.xml,FORM 4
0001950047-23-004818,2023-11-08,,2023-11-08T16:14:34.000Z,33,144,001-13300,231388028,,12506,0,0,xsl144X01/primary_doc.xml,
0001950047-23-004799,2023-11-07,,2023-11-07T16:39:33.000Z,33,144,001-13300,231384564,,12506,0,0,xsl144X01/primary_doc.xml,
0000927628-23-000300,2023-11-07,2023-11-03,2023-11-07T16:32:54.000Z,,4,,,,17904,0,0,xslF345X05/wk-form4_1699392764.xml,FORM 4
0001950047-23-004748,2023-11-06,,2023-11-06T16:13:46.000Z,33,144,001-13300,231380108,,12506,0,0,xsl144X01/primary_doc.xml,
0001950047-23-004732,2023-11-03,,2023-11-03T16:27:52.000Z,33,144,001-13300,231376772,,12492,0,0,xsl144X01/primary_doc.xml,
0000927628-23-000298,2023-11-03,2023-11-01,2023-11-03T16:22:43.000Z,,4,,,,13021,0,0,xslF345X05/wk-form4_1699042951.xml,FORM 4
0001950047-23-004702,2023-11-02,,2023-11-02T16:42:32.000Z,33,144,001-13300,231373149,,12490,0,0,xsl144X01/primary_doc.xml,
0000927628-23-000296,2023-11-02,2023-09-30,2023-11-02T16:06:55.000Z,34,10-Q,001-13300,231372260,,31117606,1,1,cof-20230930.htm,10-Q
0000927628-23-000291,2023-11-01,2023-10-30,2023-11-01T18:52:06.000Z,,4,,,,22843,0,0,xslF345X05/wk-form4_1698879115.xml,FORM 4
0001950047-23-004670,2023-11-01,,2023-11-01T16:42:18.000Z,33,144,001-13300,231368851,,12490,0,0,xsl144X01/primary_doc.xml,
0001193125-23-268197,2023-11-01,2023-11-01,2023-11-01T16:09:34.000Z,34,8-K,001-13300,231368305,"8.01,9.01",624304,1,1,d577198d8k.htm,8-K
0001950047-23-004641,2023-10-31,,2023-10-31T16:31:10.000Z,33,144,001-13300,231365126,,12490,0,0,xsl144X01/primary_doc.xml,
0001950047-23-004634,2023-10-30,,2023-10-30T16:53:35.000Z,33,144,001-13300,231361026,,12490,0,0,xsl144X01/primary_doc.xml,
0001193125-23-266184,2023-10-30,,2023-10-30T16:15:28.000Z,33,424B2,333-254191,231360416,,700491,0,0,d512687d424b2.htm,424B2
0001193125-23-265257,2023-10-27,,2023-10-27T17:14:58.000Z,34,FWP,333-254191,231356356,,46425,0,0,d512687dfwp.htm,FWP
0001193125-23-264531,2023-10-27,,2023-10-27T08:42:08.000Z,33,424B5,333-254191,231352335,,692999,0,0,d512687d424b5.htm,424B5
0000927628-23-000285,2023-10-26,2023-10-26,2023-10-26T16:06:46.000Z,34,8-K,001-13300,231350199,"7.01,9.01",285131,1,1,cof-20231026.htm,8-K
0000927628-23-000284,2023-10-26,2023-10-26,2023-10-26T16:05:50.000Z,34,8-K,001-13300,231350173,"2.02,9.01",2781586,1,1,cof-20231026.htm,8-K
0000927628-23-000277,2023-09-15,2023-09-14,2023-09-14T17:32:10.000Z,34,8-K,001-13300,231256028,"7.01,9.01",285115,1,1,cof-20230914.htm,8-K
0000927628-23-000275,2023-09-08,2023-09-08,2023-09-08T16:06:02.000Z,34,8-K,001-13300,231245341,"7.01,9.01",257192,1,1,cof-20230908.htm,8-K
0000927628-23-000271,2023-08-15,2023-08-14,2023-08-15T16:38:49.000Z,,4,,,,8220,0,0,xslF345X05/wk-form4_1692131914.xml,FORM 4
0000927628-23-000269,2023-08-15,2023-08-14,2023-08-14T17:36:15.000Z,34,8-K,001-13300,231172296,"7.01,9.01",285151,1,1,cof-20230814.htm,8-K
0001950047-23-003046,2023-08-14,,2023-08-14T16:23:18.000Z,33,144,001-13300,231170690,,15181,0,0,xsl144X01/primary_doc.xml,
0000927628-23-000267,2023-08-11,2023-08-09,2023-08-11T17:31:50.000Z,,4,,,,17901,0,0,xslF345X05/wk-form4_1691789497.xml,FORM 4
0001950047-23-003013,2023-08-11,,2023-08-11T17:02:46.000Z,33,144,001-13300,231165061,,14486,0,0,xsl144X01/primary_doc.xml,
0001950047-23-002954,2023-08-10,,2023-08-10T16:39:54.000Z,33,144,001-13300,231160210,,13791,0,0,xsl144X01/primary_doc.xml,
0001950047-23-002924,2023-08-09,,2023-08-09T18:25:06.000Z,33,144,001-13300,231156609,,13096,0,0,xsl144X01/primary_doc.xml,
0000927628-23-000265,2023-08-08,2023-08-04,2023-08-08T19:24:04.000Z,,4,,,,17903,0,0,xslF345X05/wk-form4_1691537032.xml,FORM 4
0001950047-23-002867,2023-08-08,,2023-08-08T16:55:04.000Z,33,144,001-13300,231152267,,12401,0,0,xsl144X01/primary_doc.xml,
0001950047-23-002840,2023-08-07,,2023-08-07T19:01:28.000Z,33,144,001-13300,231148900,,11706,0,0,xsl144X01/primary_doc.xml,
0000927628-23-000263,2023-08-04,2023-08-02,2023-08-04T16:45:12.000Z,,4,,,,15766,0,0,xslF345X05/wk-form4_1691181903.xml,FORM 4
0001950047-23-002781,2023-08-04,,2023-08-04T16:17:38.000Z,33,144,001-13300,231144257,,11011,0,0,xsl144X01/primary_doc.xml,
0000927628-23-000262,2023-08-03,2023-08-01,2023-08-03T19:00:50.000Z,,4,,,,17904,0,0,xslF345X05/wk-form4_1691103636.xml,FORM 4
